Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
"Verify on clicking 'message box' button, new page should open",EL-35,10057,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,06/Sep/21 8:54 AM,08/Sep/21 4:55 AM,06/Sep/21 10:33 AM,08/Sep/21 4:55 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:7r,,EL Sprint 1,,,,,,,,Done
Message box for E-learning,EL-34,10056,Epic,In Progress,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,06/Sep/21 8:52 AM,08/Sep/21 9:34 AM,08/Sep/21 9:33 AM,,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,,EL-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-4,,Message box for E-learning,To Do,,,0|i00068:,,EL Sprint 1,,,,,,,,In Progress
As a user I should be able to write message from message box so that I can send and receive messages from my fellow users.,EL-33,10055,Story,Blocks,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,06/Sep/21 8:51 AM,08/Sep/21 5:14 AM,08/Sep/21 4:24 AM,,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,,EL-35,EL-36,EL-37,EL-38,EL-39,EL-40,EL-41,EL-42,EL-43,EL-45,EL-46,EL-47,EL-48,EL-49,EL-50,EL-51,EL-53,EL-54,EL-55,EL-56,EL-57,EL-58,EL-59,EL-60,EL-61,EL-62,,,,,,,,,,,,{},,,,,,,0|i0005r:8,,EL Sprint 1,,,,,,,,In Progress
Verify that User is able to log in back with valid credentials,EL-32,10054,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,06/Sep/21 4:35 AM,07/Sep/21 6:46 AM,06/Sep/21 8:08 AM,07/Sep/21 6:46 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:f,,EL Sprint 1,,,,,,,,Done
LinkedIn URL and Skype text field should not be same,EL-31,10053,Bug,To Do,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,03/Sep/21 11:46 AM,08/Sep/21 5:37 AM,06/Sep/21 8:08 AM,,,0,"Steps to Reproduce

# Go to Application
# Go to the ‘Edit Profile’ page
# Fill the ‘skype ' and 'LinkedIn Url’ text field

Expected Results

Skype and LinkedIn url should be Unique

Actual Results

The ‘skype ' and 'LinkedIn Url’ text field is accepting the same Url



!image-20210903-114911.png|width=756,height=124!",,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,EL-30,,EL-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/Sep/21 3:47 AM;ug:0dc78bbc-dbed-48b2-a852-b84165ab40e5;image-20210903-114911.png;https://corporate7.atlassian.net/secure/attachment/10001/image-20210903-114911.png,,,,,,,{},,,,,,,0|i0005r:c9,,EL Sprint 1,,,,,,,,To Do
Verify LinkedIn URL and skype account text field should not be same,EL-30,10052,Test,Blocks,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,03/Sep/21 11:43 AM,08/Sep/21 5:37 AM,08/Sep/21 5:54 AM,,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005f:,,EL Sprint 1,,,,,,,,In Progress
LinkedIn URL text field is editable or not,EL-29,10051,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,03/Sep/21 7:25 AM,07/Sep/21 6:45 AM,06/Sep/21 3:23 AM,07/Sep/21 6:45 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:c4,,EL Sprint 1,,,,,,,,Done
Skype text field,EL-28,10050,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,03/Sep/21 7:21 AM,07/Sep/21 6:45 AM,03/Sep/21 7:21 AM,07/Sep/21 6:45 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:c,,EL Sprint 1,,,,,,,,Done
Confirm password - Not Matching the new password,EL-27,10049,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,03/Sep/21 7:19 AM,07/Sep/21 6:45 AM,03/Sep/21 7:19 AM,07/Sep/21 6:45 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:bi,,EL Sprint 1,,,,,,,,Done
Confirm password - Matching the new password,EL-26,10048,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,03/Sep/21 7:15 AM,07/Sep/21 6:45 AM,03/Sep/21 7:16 AM,07/Sep/21 6:45 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:b,,EL Sprint 1,,,,,,,,Done
New password - Very Strong,EL-25,10047,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,03/Sep/21 7:10 AM,07/Sep/21 6:45 AM,09/Sep/21 4:53 AM,07/Sep/21 6:45 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:9,,EL Sprint 1,,,,,,,,Done
New password -Strong,EL-24,10046,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,03/Sep/21 6:50 AM,07/Sep/21 6:45 AM,09/Sep/21 4:53 AM,07/Sep/21 6:45 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:7i,,EL Sprint 1,,,,,,,,Done
New password -Medium,EL-23,10045,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,03/Sep/21 6:45 AM,07/Sep/21 6:44 AM,09/Sep/21 4:53 AM,07/Sep/21 6:44 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:79,,EL Sprint 1,,,,,,,,Done
New password -Normal,EL-22,10044,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,03/Sep/21 6:42 AM,07/Sep/21 6:44 AM,08/Sep/21 5:01 AM,07/Sep/21 6:44 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:7,,EL Sprint 1,,,,,,,,Done
New password -weak,EL-21,10043,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,03/Sep/21 5:38 AM,07/Sep/21 6:44 AM,09/Sep/21 4:53 AM,07/Sep/21 6:44 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:6,,EL Sprint 1,,,,,,,,Done
New password -Very weak,EL-20,10042,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,03/Sep/21 5:30 AM,07/Sep/21 6:44 AM,09/Sep/21 4:53 AM,07/Sep/21 6:44 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:1,,EL Sprint 1,,,,,,,,Done
Old Password-invalid input and leave the other field blank,EL-19,10041,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,03/Sep/21 5:24 AM,07/Sep/21 6:44 AM,09/Sep/21 4:53 AM,07/Sep/21 6:44 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:,,EL Sprint 1,,,,,,,,Done
Old Password-Valid input,EL-18,10040,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,03/Sep/21 5:20 AM,07/Sep/21 6:44 AM,09/Sep/21 4:53 AM,07/Sep/21 6:44 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005q:i,,EL Sprint 1,,,,,,,,Done
Old Password- invalid input,EL-17,10039,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,03/Sep/21 5:16 AM,07/Sep/21 6:44 AM,09/Sep/21 4:53 AM,07/Sep/21 6:44 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005q:,,EL Sprint 1,,,,,,,,Done
Language- Verify that lauguage is applied to the appliaction,EL-16,10038,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 11:44 AM,07/Sep/21 6:44 AM,08/Sep/21 5:02 AM,07/Sep/21 6:44 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005o:r,,EL Sprint 1,,,,,,,,Done
Language- Verify that lauguage is selected from drop down list,EL-15,10037,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 11:41 AM,07/Sep/21 6:44 AM,09/Sep/21 4:53 AM,07/Sep/21 6:44 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005o:m,,EL Sprint 1,,,,,,,,Done
Update image:-upload all picture should be removed .,EL-14,10036,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 11:27 AM,07/Sep/21 6:44 AM,09/Sep/21 4:53 AM,07/Sep/21 6:44 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005o:i,,EL Sprint 1,,,,,,,,Done
Update image:-upload all picture should replaced after changing the image,EL-13,10035,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 11:24 AM,06/Sep/21 8:48 AM,09/Sep/21 4:53 AM,06/Sep/21 8:48 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005o:,,EL Sprint 1,,,,,,,,Done
Update image:-upload all picture file not of formats ex: .webp,EL-12,10034,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 11:17 AM,06/Sep/21 8:48 AM,09/Sep/21 4:53 AM,06/Sep/21 8:48 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005n:i,,EL Sprint 1,,,,,,,,Done
"Update image:-upload all picture file not of formats ex: .jpg, .png, .gif",EL-11,10033,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 11:01 AM,06/Sep/21 8:48 AM,06/Sep/21 7:57 AM,06/Sep/21 8:48 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005n:,,EL Sprint 1,,,,,,,,Done
"Update image:-upload all kinds of picture file formats ex: .jpg, .png, .gif",EL-10,10032,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 10:59 AM,06/Sep/21 8:48 AM,09/Sep/21 4:53 AM,06/Sep/21 8:48 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005m:y,,EL Sprint 1,,,,,,,,Done
Check the confirmation message When user update the record successfully,EL-9,10031,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 10:46 AM,06/Sep/21 8:48 AM,09/Sep/21 4:53 AM,06/Sep/21 8:48 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005m:x,,EL Sprint 1,,,,,,,,Done
"Check the alert message for all the mandatory filed , when user leave the filed blank.",EL-8,10030,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 10:42 AM,06/Sep/21 8:47 AM,06/Sep/21 8:23 AM,06/Sep/21 8:47 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005m:v,,EL Sprint 1,,,,,,,,Done
Check User can change the non-editable fields or not.,EL-7,10029,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 10:35 AM,06/Sep/21 8:47 AM,06/Sep/21 8:25 AM,06/Sep/21 8:47 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005m:r,,EL Sprint 1,,,,,,,,Done
Check that user able to edit the non -editable field.,EL-6,10028,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 10:31 AM,06/Sep/21 8:47 AM,06/Sep/21 8:05 AM,06/Sep/21 8:47 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005m:i,,EL Sprint 1,,,,,,,,Done
Check that user able to edit the record by entering the valid data  .,EL-5,10027,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 10:28 AM,06/Sep/21 8:47 AM,06/Sep/21 8:09 AM,06/Sep/21 8:47 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,EL-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005m:,,EL Sprint 1,,,,,,,,Done
Check that by default all the added record showing in all the field or not .,EL-4,10026,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 9:59 AM,06/Sep/21 8:47 AM,06/Sep/21 8:04 AM,06/Sep/21 8:47 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005l:,,EL Sprint 1,,,,,,,,Done
Check that page redirect to the edit page or not when user click on 'Edit profile' icon / Button,EL-3,10025,Test,Done,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,Done,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 9:58 AM,06/Sep/21 8:47 AM,09/Sep/21 4:53 AM,06/Sep/21 8:47 AM,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005j:,,EL Sprint 1,,,,,,,,Done
As a user I should be able to edit my profile so that I can add or change my information and set up new password if needed ,EL-2,10024,Story,Blocks,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 7:24 AM,08/Sep/21 5:41 AM,08/Sep/21 4:26 AM,,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,EL-65,,EL-3,EL-4,EL-5,EL-6,EL-7,EL-8,EL-9,EL-10,EL-11,EL-12,EL-13,EL-14,EL-15,EL-16,EL-17,EL-18,EL-19,EL-20,EL-21,EL-22,EL-23,EL-24,EL-25,EL-26,EL-27,EL-28,EL-29,EL-30,EL-31,EL-64,,,,,,,,{},,,,,,,0|i0005b:,,EL Sprint 1,,,,,,,,In Progress
Edit profile for E-learning,EL-1,10023,Epic,In Progress,EL,E-learning,software,Tanuja Patil,612efa4e63f7bb00697f6cf5,,Medium,,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,Tanuja Patil,612efa4e63f7bb00697f6cf5,02/Sep/21 6:48 AM,09/Sep/21 3:56 AM,09/Sep/21 3:56 AM,,,0,,,Tanuja Patil,612efa4e63f7bb00697f6cf5,,,,,,,,,,,EL-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-10,,Edit page ,To Do,,,0|i00053:,,EL Sprint 1,,,,,,,,In Progress
